     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
    669   -4.5380000   37.1720000   3.3    7098.1805208 1989  6  8  4 19 57.00    1     665     665       1.0000000
    670   -4.5250000   37.1850000   3.5    7098.2006829 1989  6  8  4 48 59.00    1     669     665       1.0000000
    671   -5.2970000   36.8550000   3.9    7106.4360764 1989  6 16 10 27 57.00    2     671     671       1.0000000
    672   -5.2670000   36.8400000   3.3    7106.5460185 1989  6 16 13  6 16.00    1     671     671       1.0000000
    673   -5.2480000   36.8450000   3.9    7106.8843750 1989  6 16 21 13 30.00    1     671     671       1.0000000
    674   -3.7080000   37.0220000   3.5    7139.1880787 1989  7 19  4 30 50.00    2     674     674       1.0000000
    675   -3.0700000   36.6450000   3.3    7151.9629398 1989  7 31 23  6 38.00    2     675     675       1.0000000
    676   -4.6320000   37.7880000   3.3    7152.6249769 1989  8  1 14 59 58.00    2     676     676       1.0000000
    677   -0.2480000   39.0920000   3.2    7167.4787037 1989  8 16 11 29 20.00    2     677     677       1.0000000
    678    0.0670000   38.1120000   3.3    7173.0958912 1989  8 22  2 18  5.00    2     678     678       1.0000000
    679   -4.5620000   37.3780000   3.2    7185.5632407 1989  9  3 13 31  4.00    2     679     679       1.0000000
    680   -4.1930000   36.8720000   3.5    7207.8084144 1989  9 25 19 24  7.00    2     680     680       1.0000000
    681   -6.5500000   36.1400000   3.2    7216.5525579 1989 10  4 13 15 41.00    2     681     681       1.0000000
    682   -5.1020000   36.6730000   3.4    7216.8520718 1989 10  4 20 26 59.00    2     682     682       1.0000000
    683   -3.6380000   37.1050000   3.4    7219.1980440 1989 10  7  4 45 11.00    2     683     683       1.0000000
    684   -4.1650000   37.1930000   3.3    7223.0541551 1989 10 11  1 17 59.00    2     684     684       1.0000000
    685   -3.5830000   37.0630000   3.4    7233.2256481 1989 10 21  5 24 56.00    2     685     685       1.0000000
    686   -0.4820000   39.0520000   3.4    7234.7947569 1989 10 22 19  4 27.00    2     686     686       1.0000000
    687   -4.5830000   37.7720000   3.4    7247.7125000 1989 11  4 17  6  0.00    2     687     687       1.0000000
    688   -2.0850000   38.1270000   3.6    7250.1257060 1989 11  7  3  1  1.00    2     688     688       1.0000000
    689   -1.3420000   37.9370000   3.2    7276.6871644 1989 12  3 16 29 31.00    2     689     689       1.0000000
    690   -6.2830000   36.5270000   3.2    7293.4065394 1989 12 20  9 45 25.00   -1     690     690       1.0000000
    691   -6.1670000   36.7400000   3.2    7293.4293287 1989 12 20 10 18 14.00   -1     690     690       1.0000000
    692   -6.1930000   36.6420000   3.4    7293.4348032 1989 12 20 10 26  7.00    2     691     690       1.0000000
    693   -1.8470000   37.3350000   3.3    7299.5570139 1989 12 26 13 22  6.00    2     693     693       1.0000000
    694   -0.8350000   39.2930000   3.5    7313.2509954 1990  1  9  6  1 26.00    2     694     694       1.0000000
    695   -3.9330000   37.0530000   3.4    7316.2087847 1990  1 12  5  0 39.00    2     695     695       1.0000000
    696   -3.9780000   37.7080000   3.2    7322.2621759 1990  1 18  6 17 32.00    2     696     696       1.0000000
    697   -5.5620000   37.0220000   3.2    7327.8923611 1990  1 23 21 25  0.00   -1     697     697       1.0000000
    698   -5.5520000   37.0250000   3.7    7327.9010532 1990  1 23 21 37 31.00    2     697     697       1.0000000
    699   -5.5500000   37.0470000   3.6    7328.1611458 1990  1 24  3 52  3.00    1     698     697       1.0000000
    700   -3.7050000   36.9980000   3.3    7343.2119907 1990  2  8  5  5 16.00    2     700     700       1.0000000
    701   -2.2500000   37.4100000   3.4    7356.2126505 1990  2 21  5  6 13.00    2     701     701       1.0000000
    702   -1.7630000   38.5470000   3.4    7364.8941204 1990  3  1 21 27 32.00    2     702     702       1.0000000
    703   -4.2750000   36.9470000   3.5    7372.0485301 1990  3  9  1  9 53.00    2     703     703       1.0000000
    704   -1.4770000   37.7430000   3.2    7387.9698380 1990  3 24 23 16 34.00    2     704     704       1.0000000
    705    0.1720000   38.3120000   3.8    7392.1321875 1990  3 29  3 10 21.00    2     705     705       1.0000000
    706    0.2300000   38.3880000   3.2    7400.9125810 1990  4  6 21 54  7.00   -1     706     706       1.0000000
    707    0.1800000   38.2920000   3.5    7400.9311227 1990  4  6 22 20 49.00    2     706     706       1.0000000
    708   -3.6920000   36.3670000   3.2    7403.0535995 1990  4  9  1 17 11.00    2     708     708       1.0000000
    709   -3.6130000   37.0380000   3.3    7433.2757986 1990  5  9  6 37  9.00    2     709     709       1.0000000
    710   -2.7530000   36.5350000   3.2    7440.8477662 1990  5 16 20 20 47.00    2     710     710       1.0000000
    711   -2.5080000   37.3380000   3.2    7442.2660301 1990  5 18  6 23  5.00    2     711     711       1.0000000
    712   -3.0580000   36.4000000   3.3    7464.0371875 1990  6  9  0 53 33.00    2     712     712       1.0000000
    713   -3.8170000   37.3500000   3.2    7464.1179977 1990  6  9  2 49 55.00   -1     713     713       1.0000000
    714   -3.8300000   37.3930000   3.3    7464.6302315 1990  6  9 15  7 32.00    2     713     713       1.0000000
    715   -0.5030000   37.9400000   3.2    7474.2785069 1990  6 19  6 41  3.00    2     715     715       1.0000000
    716   -2.3450000   36.6680000   3.3    7484.4779745 1990  6 29 11 28 17.00    2     716     716       1.0000000
    717   -6.2020000   36.7530000   3.7    7503.8026620 1990  7 18 19 15 50.00    2     717     717       1.0000000
    718   -4.5720000   37.7630000   3.3    7511.9424190 1990  7 26 22 37  5.00    2     718     718       1.0000000
    719   -2.9030000   36.3450000   3.2    7530.0157986 1990  8 14  0 22 45.00   -1     719     719       1.0000000
    720   -2.8950000   36.2930000   3.7    7530.6630671 1990  8 14 15 54 49.00   -1     719     719       1.0000000
    721   -2.8930000   36.3020000   4.1    7531.7060764 1990  8 15 16 56 45.00    2     720     719       1.0000000
    722   -2.9130000   36.3130000   3.6    7532.4984491 1990  8 16 11 57 46.00    1     721     719       1.0000000
    723   -4.3200000   37.4630000   3.3    7535.9788426 1990  8 19 23 29 32.00    2     723     723       1.0000000
    724   -1.8250000   38.0680000   3.8    7564.0383102 1990  9 17  0 55 10.00    2     724     724       1.0000000
    725   -3.0180000   36.8780000   3.3    7578.0776620 1990 10  1  1 51 50.00    2     725     725       1.0000000
    726   -0.2480000   38.0920000   3.2    7579.6458796 1990 10  2 15 30  4.00    2     726     726       1.0000000
    727   -1.3300000   38.4180000   4.0    7611.5787616 1990 11  3 13 53 25.00    2     727     727       1.0000000
    728   -3.7000000   36.9880000   4.2    7615.3090509 1990 11  7  7 25  2.00    2     728     728       1.0000000
    729   -5.8350000   36.1150000   3.3    7712.5110301 1991  2 12 12 15 53.00    2     729     729       1.0000000
    730   -5.9100000   36.6250000   3.6    7726.6746875 1991  2 26 16 11 33.00    2     730     730       1.0000000
    731   -2.2380000   37.6880000   3.5    7775.5476157 1991  4 16 13  8 34.00    2     731     731       1.0000000
    732   -2.3370000   37.5900000   3.4    7779.3848380 1991  4 20  9 14 10.00    2     732     732       1.0000000
    733   -4.9450000   36.6700000   3.2    7781.1250694 1991  4 22  3  0  6.00    2     733     733       1.0000000
    734   -4.0900000   37.1600000   3.4    7784.8079398 1991  4 25 19 23 26.00    2     734     734       1.0000000
    735   -2.4880000   37.8000000   3.3    7787.4462269 1991  4 28 10 42 34.00    2     735     735       1.0000000
    736   -2.3620000   37.5400000   3.6    7795.3092824 1991  5  6  7 25 22.00   -1     736     736       1.0000000
    737   -2.3550000   37.5330000   3.3    7795.9272917 1991  5  6 22 15 18.00   -1     736     736       1.0000000
    738   -2.3900000   37.5520000   3.8    7796.0252431 1991  5  7  0 36 21.00    2     737     736       1.0000000
    739   -2.3450000   37.5320000   3.2    7796.6264699 1991  5  7 15  2  7.00    1     738     736       1.0000000
    740   -2.3120000   37.5220000   3.5    7800.8499421 1991  5 11 20 23 55.00    2     740     740       1.0000000
    741   -5.5180000   36.5650000   3.2    7817.1884491 1991  5 28  4 31 22.00    2     741     741       1.0000000
    742   -3.6750000   37.0620000   3.2    7817.3986921 1991  5 28  9 34  7.00    2     742     742       1.0000000
    743   -5.4280000   36.5620000   3.2    7817.4488194 1991  5 28 10 46 18.00    1     741     741       1.0000000
    744   -0.1270000   37.4130000   3.5    7820.9814931 1991  5 31 23 33 21.00    2     744     744       1.0000000
    745   -4.9820000   37.1000000   3.6    7829.6842593 1991  6  9 16 25 20.00    2     745     745       1.0000000
    746   -3.7320000   37.1730000   3.2    7848.2836111 1991  6 28  6 48 24.00    2     746     746       1.0000000
    747   -4.9920000   37.3980000   3.2    7848.9980671 1991  6 28 23 57 13.00    2     747     747       1.0000000
    748   -1.2120000   38.1070000   3.2    7866.5350463 1991  7 16 12 50 28.00    2     748     748       1.0000000
    749   -1.0900000   38.1650000   3.3    7867.4512500 1991  7 17 10 49 48.00    2     749     749       1.0000000
    750   -3.9470000   37.0770000   3.3    7883.3735417 1991  8  2  8 57 54.00    2     750     750       1.0000000
    751   -3.7230000   37.2430000   3.2    7889.1471991 1991  8  8  3 31 58.00    2     751     751       1.0000000
    752   -0.9600000   38.7550000   4.3    7895.4389815 1991  8 14 10 32  8.00    2     752     752       1.0000000
    753   -0.5770000   38.7080000   3.2    7917.9145255 1991  9  5 21 56 55.00    2     753     753       1.0000000
    754   -3.0650000   36.4530000   3.8    7923.8422801 1991  9 11 20 12 53.00    2     754     754       1.0000000
    755   -1.9070000   36.6800000   3.4    7939.5078356 1991  9 27 12 11 17.00    2     755     755       1.0000000
    756   -3.9680000   37.0880000   3.2    7978.0804398 1991 11  5  1 55 50.00    2     756     756       1.0000000
    757   -3.8100000   37.0070000   3.2    7985.2818634 1991 11 12  6 45 53.00    2     757     757       1.0000000
    758    0.5680000   38.3570000   3.3    8001.8549884 1991 11 28 20 31 11.00    2     758     758       1.0000000
    759   -2.6970000   37.5000000   3.7    8022.6079167 1991 12 19 14 35 24.00    2     759     759       1.0000000
    760   -0.7820000   39.4220000   3.5    8024.2141782 1991 12 21  5  8 25.00    2     760     760       1.0000000
    761   -0.7330000   39.3780000   3.2    8024.5582523 1991 12 21 13 23 53.00    1     760     760       1.0000000
    762   -3.9000000   37.5950000   3.2    8035.7159375 1992  1  1 17 10 57.00    2     762     762       1.0000000
    763   -4.8000000   35.8950000   3.2    8040.5040509 1992  1  6 12  5 50.00    2     763     763       1.0000000
    764   -5.5220000   36.5850000   3.2    8041.9531134 1992  1  7 22 52 29.00    2     764     764       1.0000000
    765   -3.5030000   36.4350000   3.5    8042.2694444 1992  1  8  6 28  0.00    2     765     765       1.0000000
    766   -4.3380000   38.0020000   3.6    8057.6655208 1992  1 23 15 58 21.00    2     766     766       1.0000000
    767   -1.7970000   37.9100000   3.6    8062.0061921 1992  1 28  0  8 55.00    2     767     767       1.0000000
    768   -3.8900000   37.1180000   3.4    8062.2813657 1992  1 28  6 45 10.00    2     768     768       1.0000000
    769   -4.5430000   37.1930000   3.5    8063.3179514 1992  1 29  7 37 51.00    2     769     769       1.0000000
    770   -6.2330000   36.7350000   3.3    8070.4272454 1992  2  5 10 15 14.00    2     770     770       1.0000000
    771   -6.3080000   36.6800000   3.2    8070.4300116 1992  2  5 10 19 13.00    1     770     770       1.0000000
    772   -5.2750000   37.0720000   3.4    8086.3956829 1992  2 21  9 29 47.00    2     772     772       1.0000000
    773   -2.5170000   37.0050000   3.4    8089.5141898 1992  2 24 12 20 26.00    2     773     773       1.0000000
    774   -2.8630000   36.0470000   3.3    8101.0653935 1992  3  7  1 34 10.00    2     774     774       1.0000000
    775   -2.6630000   37.0620000   3.6    8121.5967361 1992  3 27 14 19 18.00    2     775     775       1.0000000
    776   -3.8550000   37.0980000   3.5    8127.0416088 1992  4  2  0 59 55.00    2     776     776       1.0000000
    777   -3.9580000   36.1030000   4.1    8135.0433912 1992  4 10  1  2 29.00    2     777     777       1.0000000
    778   -3.9630000   36.1100000   3.2    8135.0621065 1992  4 10  1 29 26.00    1     777     777       1.0000000
    779   -0.9770000   38.7300000   3.2    8176.3597106 1992  5 21  8 37 59.00    2     779     779       1.0000000
    780   -4.6130000   36.8100000   3.3    8178.2806713 1992  5 23  6 44 10.00    2     780     780       1.0000000
    781   -2.1950000   37.1470000   3.4    8184.3509028 1992  5 29  8 25 18.00    2     781     781       1.0000000
    782   -1.9550000   36.3070000   3.7    8189.6499653 1992  6  3 15 35 57.00    2     782     782       1.0000000
    783   -5.5880000   36.5570000   4.0    8199.6660301 1992  6 13 15 59  5.00    2     783     783       1.0000000
    784   -5.8330000   37.0350000   3.7    8204.2094097 1992  6 18  5  1 33.00    2     784     784       1.0000000
    785   -1.1000000   39.5600000   3.2    8206.1371991 1992  6 20  3 17 34.00    2     785     785       1.0000000
    786   -3.5300000   37.6700000   3.2    8218.2821528 1992  7  2  6 46 18.00    2     786     786       1.0000000
    787   -3.0320000   36.6880000   3.4    8231.9738310 1992  7 15 23 22 19.00    2     787     787       1.0000000
    788   -2.1050000   36.2700000   3.3    8250.0265394 1992  8  3  0 38 13.00    2     788     788       1.0000000
    789    0.5770000   39.2470000   3.4    8257.0837963 1992  8 10  2  0 40.00    2     789     789       1.0000000
    790   -0.3920000   38.4580000   3.4    8257.8293519 1992  8 10 19 54 16.00    2     790     790       1.0000000
    791    0.6630000   39.2120000   3.6    8263.0929051 1992  8 16  2 13 47.00    2     791     791       1.0000000
    792   -0.9020000   38.2630000   3.2    8267.1520370 1992  8 20  3 38 56.00    2     792     792       1.0000000
    793    0.5700000   39.2070000   3.7    8267.6175231 1992  8 20 14 49 14.00    2     793     793       1.0000000
    794   -1.9970000   36.9830000   3.3    8286.0197917 1992  9  8  0 28 30.00    2     794     794       1.0000000
    795   -2.8820000   36.4370000   3.6    8286.5110995 1992  9  8 12 15 59.00    2     795     795       1.0000000
    796   -2.4350000   37.7950000   3.2    8290.4748264 1992  9 12 11 23 45.00    2     796     796       1.0000000
    797   -1.8170000   36.2500000   3.5    8302.0203704 1992  9 24  0 29 20.00    2     797     797       1.0000000
    798   -5.2170000   37.0850000   3.6    8305.7560532 1992  9 27 18  8 43.00    2     798     798       1.0000000
